1	Could imagine if starbucks was actually putting crack in their coffee. We could never tell. I'm so addicted. I need help. 
1	I like suckin clits and drinkin the cooter juice, wat a coincedence lmao @Mzishi We should exchange favors 1 day 
0	I want to wish all the fathers out there a Happy Father's Day. Cherish what you have. Happy Father's Day Daddy...wish you could be here 
1	yeahiiiiiii 
0	I thought it was suppose to be sunny today 
0	@turbomichael  so sad - I'm sure you'll love it though. Good Luck!
1	Nights of Love...one of my favorites off the album  i looooove the ending to that song it sounds sooo good
0	@Daphne38 Just after high school my hair went past my shoulders stayed that way until last year. My sister cuts it now and won't allow it 
0	I am so sad my marshmellow just exploded before i could eat it 
0	about to remove power tweets...its pissing me off!  although it is still cool
1	ooo i gotta change the website...i gotta new one now. we are having a release party aug 20  so ill keep you posted!
1	Just drank a can of cold tomato soup 
1	@feelme oh that one? right. denying knowing you in any sense of the word. 
0	@sarahaida NOOOOOOOOOOOOO  and i didn't even realize you took it from my room. when?
1	@eypgr really happy with the elections' outcome 
1	yummy! Rhubarb and ice cream! Sour with sweet. I like it 
1	@taylorswift13 Or  Spaghetti and Meatballs... &quot;what're you wearing&quot; &quot;Spaghetti and Meatballs.&quot;  HA. TAYLOR I LOVE YOU!
0	@uhohmonbon I have 8 weeks of being swollen and eating soft foods  we both have sucky summers
1	Finally on the road, txt me when you wake 
0	Can't find my &quot;One Flew Over the Cuckoo's Nest&quot; book 
1	no old San Juan today... just the mall 
0	i still only have 63 followers..........   the number stopped going up???
1	@Wisco_Adrian I like it but it's TOUGH! It's a 1hr wkout, 6 days a wk rotating different areas of your body. I can't wait to see results 
1	Angels and devils was an amazing movie... Now to start reading the book 
1	@emmacandlish haha good good  xx
1	got my dog tag in the mail today!!! &lt;3 &lt;3 &lt;3 
1	im making dinner. Making my niece fave since see missed out on Teakwoods. 
1	Awesome day! Networking, working out and working in the yard! This is what I actually call &quot;relaxation&quot;  #fb
0	my ears hurt 
0	is off to work all day. hopefully it stops raining so i can make some money! 
1	There comes a point where you're so bored, you can't stay awake any longer. excited to shopshopshop tomorrow. 
1	@letscall_l your welcome 
0	@DirtyA lolll. Nooo  then i'm back to my protein diet!! Maybe on a cheat day
0	feet hurt! but it was worth it! now, i'm gonna rot. 
1	@snarkrumpus  Sup G?! how's things? been super busy the past couple of weeks! Home soon...promise!  GP Sunday! woop woop! x
0	@iiLoveJBxOx Omgggggg. I dont know if i want them back together. I mean if hes happy so am i but he`ll get hurt again  x
1	It's time to own this week and then time for Memorial weekend! 
1	eating noodells yummmyy 
1	well im celebrating the release of my new Pure Tool theme pack. found @ LG-VU.com it is a friggin masterpeice and a work of art. im very 
0	they added a new zodiac sign. i wanna be a scorpio forever! 
0	@Real_EvaMendes you didn't reply to me 
0	I hope the Air France plane defies the odds and is found safe. 
0	Headache  http://yfrog.com/7gowmjj
0	Shouldnt presribed eardrops make things better? Only making things worse for me 
0	Getting ready for the day! Going to school  but i think its the last day! See yall tonight!
1	watching kung fu panda with my cousins 
0	bwarg. can't sleep, tired of drawing. 
0	@tess_icles ...i miss you already  ...you've seen i can't last without you for a day! what am i meant to do for like.. SIX DAYS?! :'(
0	@livestreamcom Are there rss feeds for each channel? Can't find mine. 
1	Day 1 coming back from recovery : Still clearing emails and DMs plus projects from past 4 days. Will get to yours soon if I haven't yet! 
0	@alistardean It's just a pity I'm not getting examined in this kind of thing tomorrow though 
0	@RoscoHutchins Was so disappointed for you yesterday  - Enjoy Andy's match - and good luck in the mixed!
0	Extra depressed  I wish Id have done anything to go to wembley :'(
0	 I'm finally home...but sad that AE is over....I MISS EVERYONE ;__;
0	It's cancer. Ewing sarcoma. 
1	 Merisha got a scholarship!!!!
1	@tariqha next 30 min, I meant 
1	@strangemonkey Woot. Now pimp me!!  
1	uploading videos of the concert.. 
0	Argh!! I tired what looked like the most-lite torpedo at Quiznos and after looking up nutrition info it was still 14 points 
0	@yourchica I know I could go for another concert, but it won't happen unless they come back to the south &amp; it's within driving distance. 
0	@terri5me2000  Sorry didnt mean to make you cry   Been trying to get help for over 4 years now. Goverment and VSO's just toss us aside..
0	Lost my headphones 
0	 yeah.. Cudn he have declined? Idiots. 80 mil.
1	liked Luna Park alot today. Hai Sydney Boys, some of you were cute 
0	@JenniferLove yeah. Our trader joe's sauce tasted weird. 
0	Im either coming down with a flu or Ive sung too hard and fucked up my throat 
1	@Button84 I knew if no one else responded I could count on Button!  I'm good...watching CSI: NY right now..you?
0	I've just had 2 crashes (one blue screen) with Windows 7. One looked like gfx driver issue, the other was while watching a DVD with VLC! 
1	@gettingoutofsc Animal secretions do not corner the market on &quot;cheese&quot; 
1	birthday tomorrow    sweet 16 on june 16 !
0	Top up TV box broke. Now I can't fast forward through commercials 
0	@jesuspoet I got on  but you weren't on
1	Ok for real this time...goodnight all! 
0	is back in Decatur missing Samantha SO much... 
0	Reading Florida Today. Not much in there to be happy about. Tough times in E Central Florida 
1	@BlaiseLeone hahaa that pic is fabtastic 
0	friggin ning is down!!! 
1	@_betzy_ Epic Fail rocks more than the JoBros!!!!! 
1	2 a.m. already, where did the night go? Goodnight Twitterland 
1	Is laughing at monica for being a cougar! 
0	@midnight_plue aww i hate em  thanks darling 
0	@Lisa_Veronica I wanna go to one of your concerts  ! You're so far away!  im gonna cry...
1	is EXCITED for Isaac's new show; Bravo, Thursdays, &quot;The Fashion Show&quot;, wooHOO!  
0	@AshleySampson R u OK? Felt bad I couldn't stay   When did u get out of there ?
0	what the hell is m - 3 &gt; 6 on a number line graph? fuck i HATE school 
1	Happy birthday @jimrhoskins! 
1	@WerewolfJacob You're very welcome! 
1	@brendax &lt;333333333 love you! 
0	@Jez_Merckel a BBC sign dropped on my car yesterday....BMW now have it back for a week to repair 
0	@emmarossx i will survive ahaha what a geek  i asked her for a daft song n she sed tht!
1	Maximilian “Max�? Whitman went to the prak!!!  Love the park!!!   http://apps.facebook.com/dogbook/profile/view/5402320
1	@mileycyrus God Bless you Miley!!! 
0	loved the CMT awards! ..thinking now.. i think i may have missed my chance with someone. i'm sure if i did it is for the best&amp;nothing NEW 
1	@alittlesongbird You make me smile with your country influences. I'm joining in on this convo.  Haha. JK.
0	@fattyftw I know sweetie  We'll bear the pain together.
1	a re-certified water safety instructor right here, babe! 
0	i wanna talk to the camera  i'll wait for you oratory!!! lol
0	@None_Lovelier -1 star for not having the label on this bottle. How do I find out what this magical color is now? 
0	@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
0	@jeffpulver Good morning Jeff. Have an amazing #140conf. I REALLY wish I could be there 
0	@RetroRewind a buff guy.....unfortunatly alot of people dont know Danny's name either which is sad   Sophie is so sweet
1	Flying back Russia (for a month) in just 5 days. Wife and daughter already packing. Packing suitcases with happy faces. 
0	Soooooo much music! Soooooo little time 
0	Drunk way too much on Friday, still recovering today!!! I don't like weekend long hangovers!!! 
0	Divine calm shower gel-nya TBS bnr2 mantafff! Nyesel deh beli travel size doang 
1	Before the Storm... 
1	going to the clothes show live today 
1	Happy Sunday! I'm gonna make veggie sausage and pancakes 
0	@kce1487 yeah. oh &quot;elvis&quot;... yeah. Oh Stratford. I wish I could go, but I don't think I'll be able to go any time soon 
1	GOODMORNING it is ugly outside today! i want to go to the beach lets surf lol gym in a bit after lets do something 
0	Hmm, I kinda don't care about this Basketball season anymore.  Without the Nuggets, I have no team to root for 
1	My little guys left last night...feeling very blue today.  I'm so glad I'm leaving town this weekend.  
1	@MiSsPreTTyBaDD what else is better then George Lopez that Twitter can't know about once you answer that you'll know why... 
0	I'm seeing the light! Towels and hanging clothes conquered....now for the socks.   I hate sorting socks.
0	@zubinlalani yeah made the correction..but internet giving prob...so its taking time for the tweet to go from twitterfox to twitter... 
0	@anime_addict. O  that sucks
0	feeling ill ill ill.  goodnight.
1	@helpspb Duh, I'm watching @mishacollins shirtless  Highly recommended!
1	How to win real prizes for your photos http://www.outfitlandia.com. Flickr meets Twitter meets Italian designers 
0	Cant wait to lay her head down &amp; go 2 sleep.  Grandma Guiterrez's funeral is tomorrow.  She has been called back 2 her creature. &lt;&gt;&lt;  ...
1	trying to make @ddlovato pale while wiff icey blue lips. &gt;_&lt;;;; Like vampire-ish. 
0	@BoFiddlesticks oh Bo!  How about having something yummy? like cakes and chocolate?
0	@natashasaurus LOL coz im pov and because mums being lame 
0	i need inspiration ppl plz help anyone 
1	i think i might be hitting rothesay on sat 
1	thinks the sky looks beautiful outside. 
1	@morganwestfield np  ran into any issue's with mounting DFS shares?
0	@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting R�is�ngs glove 
0	its just one of them days... 
0	holy fucking shit the breaking bad finale! ohhhh  shit! jesse  jane's dad  i kind of guessed the end! but shit....i love this show.
0	Hungover at wk on a saturday! How laaaaame! 
1	@SarahAnnGreen Well, there are the forthcoming Ashes Tests. 
0	Gone to bed, very long drive tomorrow  @davewesleep &lt;3
1	@Johanna242 you too beautiful!  and thanks for the FF!
1	@lucyaainsworth but lizzzzzy c will be over soon enough!! 
1	home. had a good night with the girls  i like coming home as the sun is coming up haha
0	Cairon to go!! Halfwit is brill, i don't get why his housemates don't like him 
1	@schmidtultra Cool! Sounds like a good plan! I like drinks (on a boat).  See ya then!
1	Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll
0	@Carebear2003 I hope so!! It scared me when he was in the bottom 2.. 
1	trashcan frisbee, having manicures, and going to the barr w/ my lesbiansss! loveeee ittttt 
0	@Hazysmile shame though 
1	@va_songstress oh no problem  &amp; i'm guna sub to ur vids as soon as my internet stops acting like a jackass!
1	@mitchelmusso how about visiting canada? preferrably toronto, ontario area! 
1	on the phone 
0	Please doctor,give me BIG score..I already did my best..huhu 
1	am doing absolutely nothing!!! and just waiting for brothers and sisters 
1	@bubblicious14 Hi Marga! Follow me please? 
1	I really love being home 
1	@twtad it's cute! 
1	@Skittlesdfw I used to be so obsessed with the original. Loved turning Europe into a desert through heavy use of Aztec nuclear weapons. 
0	Sold his beloved surfboard...  http://twitpic.com/6puq4
1	naw, i rly love my followers.  that song reminds me of skateland. can't wait for my BDAY!!!!! adult night skating here i come!
0	@branewurms that took me 3 rereads to see you didnt say eat &quot;girls&quot; instead of actually grits. I'm disappointed. 
0	@ShiGGaShay @ShiGGaShay Yes, Michigan has had it's fair share  - But hopefully the flu is on it's way out. How about Singapore?
0	At work but exhausted 
1	Had a lovely time at Matti's last night  Thanks m'dear. And a wicked Wicked rehearsal this morning!
0	@billingsj but we can't do it til she gets back in the States after honeymoon 
1	http://tinyurl.com/ry9wap Hi!!! Check my pictures! Nice profile! Hope it is real to find a good man with internet   I can send you my  ...
0	@kalemeow The fail was indeed present in plenty...sorry if we caused any of it by being short handed up in Austin 
0	I gotta headache  and I'm super tired again. I actually think I might have an early night :O don't tell @LinnMaren or @Sarah_SEC ahaha (:
1	@YoungRo haha mmkay!!! 
1	Home and Away 
0	I just lost my sponsorship 
0	@madlolscientist My condolences. 
1	Watching The Belmont Stakes.Tom call your father 
0	@keka_ontherocks His account is gone from my list as well.  . They did mention it was hacked a couple of days back.
0	Back after a long time! Just had avocado salmon at St. Paul - Twin cities. Busy on project with limited internet access. Hard to tweet 
1	Dang! Who knew ADT alarms were so loud?  this client of my is not having a good Monday!
0	off to write an essay. 
0	phoenix? may 5th? for my birthday? 
1	At a surprise birthday party. I think everyone will know us as The Surprise Party Committee now. 
1	can't wait till' school is out!!!!   i have gymnastics tonight 
1	@MacOnestopshop MacStories 1st Contest: Win a copy of Mailplane, the app that brings Gmail to Mac. See details at macstories.net  
1	@DearJannellynn i likey  i'll learn it later xDD i'm obviously going crazy right now Haha. 
0	@KRIZIAAHH aw yeah  knew ML wouldn't be on it again sadly.
1	@smalrus A Habs centennial loonie, maybe, cause you're a nice guy but for the Jean Coutu calendar you have to come to the #NHLTweetup. 
0	@patrosal nah we were gonna go to the indoor swap meet, but just found out they close @ 7  so, now we are going to 5 for 10 shirt place...
1	mattehww (3:57:29 PM): bigger than her butt - HAHAHAH ALWAYS COUNT ON @mattehww TO PUT A SMILE ON MY FACE 
1	loving no schoooool!..lots of sleepp &amp; nothing to do   one more week left then chemistry 102 next weekk...ohhh nooo!!! =[
0	Lovely sunny day - having a walk and a poo in the park. Other dogs seem particularly grumpy this morning - no one wants to say hello 
0	I just realized i was lied to and a promise was broken. 
1	okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!  
0	@gabriel_hermes  sim  i did not see you on tonight! eu vou mandar fotos amanha para vc! boa noite &lt;3
0	Just had the worst day of my life... 
1	@tomagreen thank you Tom, hope your well 
1	@greenyandgolic phil jackson is undoubtly the greatest coach in NBA history, and with a few more championships, there can be NO doubt.. 
1	some basic track is done, now making texts and will add some deep woman voice 
1	Amp has a buyer, I can breath a small sigh if relief for now 
0	nooooooo  sue is retiring  no no no no!
1	@undertheair hiiiii! 
1	@tommcfly omg cant wait cant wait 
1	@megalvin ahahaha but you're getting super strong mary    In other notes- Land of the Lost... AWESOME!
1	@bnSonic Seeehr lange Show? Das hört sich gut an! *freu*  #happyshooting
1	finished maths project, finally 
1	&gt;seoadvice SEM/SEO? After I finished my MBA a few years back! About 2 years now I've been experimenting with SEO/PPC 
0	okay wow apparently my bus already went by. now i have to walk like two miles to my school 
0	sun is evil, it burrrnnns haha. i only wanted a bit of a tan not pink burns 
0	@moanyboot once uv done URD there's still more. no more jack tho...  let me know which u haven't read. and of course new one coming!!
1	http://meta1beast.mybrute.com Another game from Motion Twin 
0	My eyes hurt, 
1	ahh, i think its time to sleep. My eyes won't stay open. maybe i'll put glass in them like red dragon.  that would be weird.
0	Leave me alone...  new rule no twittering after 10 ok. Ok
1	is having a blast meeting friends and family 
0	feeling low  down sad i hate fridays....
0	@willie_day26 man you missed a great show, im mean the Best show to ever hit the Chi, I really wish you were there! 
0	@kels450 It was horrible  I do hope these odd dreams are going to stop very soon.
0	this summer blowss 
1	@PaperGangstahhh  at least you laughed 
0	@socalvixen workin' then Library to study for finals this week... 
1	Fnally at workk...had a nice toast and now 2 chill 
0	last day at the beach 
0	My great night just got slightly less great with the news that my valet lost my car keys again, leaving me with only one key to my car 
1	Forgot it was payday, nice surprise 
0	@magicconch whoa, i don't think so, lol. sorry 
0	Mad/Sad....Marci can't text or twitter till end of July 
1	@janelle_steele In your case, I guess it makes sense. You gotta go with karma - that's why we don't buy Heinz ketchup at this house. 
0	is sad and tired 
1	@TheeDatingCoach &quot;online stuff&quot;  Including WP hosting &amp; WP theme design/dev. AND helping people love WordPress! I like to &quot;pay it forward&quot;
0	Uhh, being at work right now totally sucks. I want to go back to sleep. 
1	Going to church then work.. I have a good feeling about today! 
1	@cocotia thanks  what do you do today and tomorrow ? i have a bbq + some work to do (almost last week of the semester!)
0	It's raining, my acid has not yet all evaporated and Matt has not rung me to say good morning  I am now gloomy and off to a meeting 
1	working my ass off  lol
1	AHHH!!! OMG HAIR WAS FANTASTIC AT THE TONYS!!!  LOVED IT!!!!!  
0	relasing in may here 
0	@Sparks_Sparkles you guys made me dream about being on a farm  I hate farms!
1	@hayleyjfoster Man shirts are always great  I have all these ridiculous candy coloured benetton ones that i got from a second hand shop
0	Oh my god a mosquito bit me on my jaw liiiiine urrrggghhhh it itches so bad  its giving me shivers to fight the urge to scratch it.
1	&gt; @totalfilm: Try again...Lunchtime Reading: The Story of Gladiator 2 (http://bit.ly/ROqBZ) If this is 4 real it would be gr8 and mental! 
1	@pattinsonrt http://twitpic.com/6fq66 - aww.. your fan?  you look like vampire there!!! your glasses are similar to Edwards ones  ar ...
0	I am super tired and full this has been an exausting day and i didnt even get to go to church 
1	@rosita_is_cool haha I was at the billtown blues fest  you couldn't get near a tent without smelling pot lmao
1	@CaroliinaBlu LMAO... So U def need someone there right now with you...hmmmm, who could the perfect person be right now???? 
0	@KeliDee83 I'm not coming til late in the evening but I might stay overnight, I'll txt u 
1	Micheal bubblea is freaking amazing    *Ambertini*
0	This is beyond normal.  What went wrong? What have I done? 
0	summer just got a little worse 
1	@sarchan erm don't they normally do? ice cream is supposed to be a BONUS in ice kacang. you pay more for ice cream 
0	im so motivated to make a vlog !!!!!!! but now its time for bed, and by the time i wake up tomorrow, it will be too late 
1	@superandy_07 ummm.. Its hard to explain.. Put it this way, I ruined a half decent painting 
1	@vickyroxurworld close your eyes, snap yo' fingers! 
0	@JulieWeathers But terrible for my budget.  Pleasure horses are a financial black hole. It'd be like buying a second home, one that eats.
0	@izziemcgale thankyou !  aww how come? nope not well enough  x
1	@arabic_poems شكراً 
1	@gracieh89 ahhh ok, I love sober as well.. my favourite is glitter in the air 
1	@feralibix ooo, sounds good. Missed you last night (was upstairs trying to send emails on a dongle, painful) thanks for chocs and beers 
0	hubby's at work so i'm sitting here bored   have to start getting ready for work soon (
1	@traceyh congratulations tracey 
1	@SiriusMz_Stylez no prob  I'm great! How about yourself?
1	neither oz nor british accents are sexy. finish is hot, tho.  #jessicaveronica lol
0	sick  im terrified i have the swine flu ahhh!!!! sore throught upsett stomach headache!!!! ahh!!!!
0	@kohne If you wanna feel you are better than your mate, yet you consider yourself trash, ya gotta sink low. Is sad to watch. 
1	@Engine58Dan not drunk just a boring day at work  
0	 but at least Monday's over #squarespace
1	Currently backing up my files to make the transfer over to my web host.. @Aplus_net  
0	#Air France confirms Captain &amp; one cabin crew of #AF447 have been identified. Hope they may have a swift journey home to their families 
0	Hmph  i wish he would call
1	@sambrewster i wil be friday I think, im bak in lincs tomo, but i have a mate over so weds and thurs are dead days. 
0	Oh what! My tutor place is being shutdwn? Now I have to go some place in DB! MotherEFFER  who's going to the lakers parade?!
0	@tvplug6 Your lucky! My phone wont do it 
1	@sednemave Eva, you still wanna work with Gerry Butler, right?  How do u feel about socially conscious films with a strong message?
1	@CLG_CND  i will and you keep me posted on your weight loss!!   thanks for the support !!  
0	@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?
1	check out the amazing CJAYE LEROSE on YOUTUBE...  shes a little ball of happiness: http://www.youtube.com/user/CJayeLeRose 
0	@MeshMeshEre mine    its annoying!
0	I've been writing so much that my fingers hurt 
1	has only been awake two hours but would like to go back to sleep 
1	I am glad to let my Inner Light shine forth its radiance into the world. I know a few looking for a flashlight just about now. You too?  
1	zdjfhlkjdhflakj SO THE SHINEE MV IS OUT AND I CAN'T WATCH IT CAUSE MY COMPUTER HATES ME. WTF. NYC FOR THE BEST DAY OF MY LIFE 
0	Crazy busy day...  Not much time for Twitter 
0	@harish nope, not coming to india anytime soon 
0	I have the worst cramps ever. 
1	@kwymore09 yay!  totally excited you got twitter!  
1	heyyy guys. im going to see demi lovatos concert june 24, 2009!!  i luvv demi lovato she is my fav. im also gunna see david archuleeta. 
1	Pilca atPerth on Saturday was a good return 
1	uh yeah, make that 55 min 
1	@louiselol oooh I like that colour. I went for a light mocha 
0	Don't you hate it when cunts feel it's there time to be absolute fannies. 
0	so wish i was at nottingham arena tonight. i miss my keith and shane, been a year since i saw them   
1	@allanbass heeey, i'm Flor from Argentina. nice to meet you.. i see u are from the USA. that's awesome 
0	I only got a nibble out of my cookie before I tasted (smelled?) the PB, so @ericmblog ate my cookie 
1	It's one of my favorite George Harrison songs! 
0	my life would suck without you ♪ ai que saudade do meu namorado  te amo guiiiiiiiiiiiiiiiiido ♥-♥
1	@CandyLaflam Nice and bright here with my big windows! 
0	@PandaMayhem  That sucks. It was....um.... Front Row and looked a little off to the side.
0	@penguinUSA Can't DM you if you don't follow me. 
0	sorry, I do it because they simply can not forget you 
0	@nightwellspent it'll be on the comedy central website for sure. IT'S OKAY, but you should still try to get on aim for a little bit. 
0	a new morning with stomachache 
0	I want to go home so bad.. 
0	Drain from AC in Attic overflowed....  water in the wall...  
0	Just fell asleep watching Dora the explorer, what a dumb cartoon 
0	Just got back from an Ihop lunch and a walk around the Rockwall Harbor with my friend Carmen. So many shops have closed over there 
0	taking a break. 3 hour classes aren't always fun.  boooo.
1	Happy bank holiday Monday guys! Good day for gardening and seeing family 
1	@B_Tab agreed 
1	@vene2ia Morning to you Yvonne! @grentone 's ears must have been burning last night  How are you today?
0	@dtrain05 they woke us up 
0	In the shuttle to p/u my car. Pouring rain and oi had my car detailed today 
1	@cape Yes, that's different. Unless they have a remarkable, unique and convertible value without which, velocity suffers a net loss 
0	@PeterJDiLorenzo i know. rip girl 
1	Spending the day in the city 
1	DOES ANYONE KNOW IF THERE IS A TWITTER MOBILE CLIENT FOR SONY ERICSON P91Oi ????????? please help me 
0	I feel so sad... for no apparent reason. 
1	Beyonce was amazin 
1	@liz99 wanna go when I get home from PA???...that is if we can find the time 
1	@AlexandeRadio mannequins creep me out either way.  
0	What a travesty, No Margaret on the apprentice next year! 
1	@Myke_Money haooy belated birthdayyy 
0	Day off! then working 7 days in a row 
0	@KINGmoney lmao! I gotta share a nickname with the asian girl from real chance of love? 
0	Follow mee! Or Talk to me, I AM BORED 
0	Drove to Beatrice... Game rained out... Drove home...   
1	Had a wonderful wee day at Citation and Waverly tearooms 
1	@lisgreen I'm going to one tonight 
1	Tr�?i nắng như heo, hy v�?ng chi�?u nay ko mưa. Trưa đi làm thêm, tối đi h�?c, quay v�? lại cuộc sống thư�?ng nhật 
0	This years ann.dutch North Sea Jazz Festival;@fatbellybella,Qtip,Robin Thicke,Roy Hargrove,Herbie Hancock etc.I Need2go but so xpensive 
1	@AubreyODay please call me woo 2566201468 name is Wendy 
1	Goodnight 
1	Half day tmrw, last week of classes before exams! Lots of research papers due Wednesday, but I already did them  feels good haha
1	I'm so glad my cars &quot;service engine soon&quot; light turned off. I guess I don't have to turn it in. Hehe  there is a god!
1	@linrose good morning 
1	working on water meter database.  The things I keep track of 
0	Hanging out with sabine - being her private nurse 'cause her arm is broken 
0	@MerlottesBar *txt* I hope that's what it is. Cause it was torture. 
1	home from work, thanks @elssisa for dropping me 
0	It's Monday 
0	@comeagainjen aw can't sleep! Aw. What do i do. Help 
0	Not done any miniature painting all week - poor effort. 
1	Everyone: follow Ethan Hall. @EACH91 I know right the kid finally made a twitter....the world must be ending. 
1	@thebamboozle I'm at Cartel!!  
1	@jessicakumar1 Shurrup! Chips aint good for you! Carrot Cake? I had cake too  and mum gave me brie and crackers and a while back.... tbc
0	@jelliedrik me too lol Monday has to be the worst day ever 
1	@beckamcfly lol  go me D
